Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
644,837,800,Cancelled,3/11/2025 4:33
645,739,220,Pending,3/20/2025 3:23
646,120,713,Cancelled,3/13/2025 13:29
647,35,654,Pending,3/18/2025 17:53
648,55,1000,Completed,3/8/2025 11:56
649,210,43,Completed,3/7/2025 17:26
650,421,505,Completed,3/12/2025 14:21
651,156,113,Cancelled,3/14/2025 22:38
652,932,223,Pending,3/5/2025 12:54
653,78,765,Pending,3/2/2025 10:50
654,291,158,Pending,3/21/2025 0:56
655,215,28,Completed,3/11/2025 12:30
656,875,799,Pending,3/13/2025 16:14
657,945,220,Completed,3/8/2025 12:26
658,232,10,Pending,3/1/2025 21:49
659,98,864,Cancelled,3/17/2025 2:31
660,912,204,Cancelled,3/8/2025 10:54
661,520,560,Pending,3/9/2025 2:37
662,600,902,Completed,3/18/2025 0:04
663,180,884,Cancelled,3/14/2025 11:47
664,866,410,Cancelled,3/19/2025 6:20
665,49,314,Pending,3/8/2025 19:49
666,749,130,Pending,3/15/2025 9:02
667,165,681,Cancelled,3/2/2025 23:27
668,86,205,Cancelled,3/10/2025 9:10
669,224,570,Pending,3/6/2025 3:52
670,349,118,Cancelled,3/10/2025 18:32
671,297,610,Completed,3/1/2025 1:43
672,903,508,Completed,3/19/2025 9:42
673,474,545,Cancelled,3/10/2025 4:05
674,861,276,Cancelled,3/10/2025 0:14
675,897,53,Cancelled,3/19/2025 6:58
676,625,589,Pending,3/15/2025 9:58
677,287,663,Pending,3/18/2025 11:41
678,56,139,Pending,3/10/2025 0:33
679,302,305,Pending,3/16/2025 1:38
680,154,785,Completed,3/17/2025 14:55
681,334,213,Cancelled,3/11/2025 9:29
682,629,937,Pending,3/19/2025 6:45
683,195,805,Pending,3/13/2025 15:36
684,299,550,Pending,3/14/2025 8:30
685,622,235,Cancelled,3/1/2025 8:58
686,540,900,Pending,3/7/2025 9:12
687,921,536,Completed,3/7/2025 20:46
688,854,525,Completed,3/18/2025 1:18
689,246,131,Cancelled,3/13/2025 3:31
690,85,781,Completed,3/9/2025 18:58
691,498,442,Cancelled,3/2/2025 2:18
692,500,717,Pending,3/14/2025 2:15
693,479,647,Cancelled,3/15/2025 3:55
694,529,454,Completed,3/1/2025 6:03
695,462,415,Cancelled,3/10/2025 21:12
696,634,561,Cancelled,3/12/2025 17:08
697,30,132,Completed,3/4/2025 17:46
698,633,185,Cancelled,3/3/2025 0:51
699,138,233,Cancelled,3/4/2025 15:15
700,110,901,Completed,3/8/2025 19:12
701,833,15,Completed,3/14/2025 16:16
702,83,150,Cancelled,3/11/2025 23:02
703,836,742,Cancelled,3/14/2025 10:57
704,271,394,Pending,3/8/2025 1:33
705,298,174,Cancelled,3/9/2025 7:36
706,636,800,Pending,3/9/2025 23:19
707,791,877,Pending,3/7/2025 10:15
708,999,293,Pending,3/18/2025 18:55
709,673,754,Cancelled,3/20/2025 9:11
710,599,27,Pending,3/16/2025 9:32
711,703,674,Completed,3/15/2025 7:35
712,179,505,Completed,3/1/2025 1:24
713,973,494,Completed,3/7/2025 6:15
714,951,423,Pending,3/21/2025 1:57
715,36,668,Pending,3/17/2025 14:14
716,696,68,Cancelled,3/3/2025 2:38
717,991,149,Pending,3/12/2025 17:53
718,626,650,Completed,3/14/2025 23:56
719,695,192,Cancelled,3/12/2025 0:06
720,502,348,Cancelled,3/15/2025 6:28
721,217,844,Completed,3/13/2025 15:46
722,898,888,Completed,3/15/2025 8:59
723,228,59,Pending,3/12/2025 4:00
724,396,747,Completed,3/12/2025 2:12
725,784,218,Pending,3/20/2025 12:45
726,23,446,Cancelled,3/6/2025 0:25
727,47,548,Cancelled,3/17/2025 4:10
728,882,810,Completed,3/15/2025 11:35
729,308,239,Pending,3/16/2025 12:55
730,715,48,Cancelled,3/3/2025 13:52
731,403,218,Completed,3/17/2025 22:44
732,935,126,Pending,3/7/2025 9:52
733,932,843,Completed,3/14/2025 21:55
734,224,172,Cancelled,3/18/2025 16:07
735,720,608,Completed,3/20/2025 6:52
736,84,544,Completed,3/14/2025 23:52
737,636,794,Pending,3/14/2025 18:09
738,819,482,Completed,3/12/2025 23:39
739,230,171,Completed,3/2/2025 17:31
740,199,50,Completed,3/20/2025 6:16
741,886,842,Cancelled,3/19/2025 9:05
742,132,358,Pending,3/15/2025 15:01
743,574,996,Cancelled,3/8/2025 15:17
744,379,26,Pending,3/14/2025 7:15
745,807,317,Pending,3/19/2025 19:02
746,385,587,Pending,3/19/2025 13:13
747,234,437,Pending,3/3/2025 21:37
748,494,395,Cancelled,3/2/2025 21:16
749,689,300,Cancelled,3/13/2025 19:23
750,931,742,Completed,3/19/2025 4:32
751,398,710,Pending,3/16/2025 4:56
752,463,777,Cancelled,3/13/2025 23:12
753,958,455,Cancelled,3/7/2025 15:56
754,997,571,Completed,3/20/2025 8:59
755,34,709,Completed,3/15/2025 3:13
756,696,418,Completed,3/16/2025 9:29
757,352,7,Completed,3/13/2025 19:20
758,877,472,Cancelled,3/20/2025 2:09
759,174,219,Cancelled,3/18/2025 11:19
760,828,212,Completed,3/13/2025 16:00
761,205,351,Completed,3/12/2025 20:51
762,505,275,Cancelled,3/16/2025 0:02
763,331,52,Cancelled,3/13/2025 7:51
764,28,788,Completed,3/16/2025 4:52
765,168,695,Pending,3/17/2025 9:49
766,945,781,Completed,3/10/2025 9:20
767,798,355,Completed,3/9/2025 18:34
768,939,213,Pending,3/18/2025 16:20
769,971,107,Cancelled,3/4/2025 1:25
770,917,328,Completed,3/11/2025 8:12
771,297,181,Cancelled,3/13/2025 1:15
772,926,112,Completed,3/4/2025 15:24
773,35,205,Pending,3/12/2025 10:01
774,35,479,Cancelled,3/20/2025 12:11
775,961,806,Completed,3/5/2025 23:56
776,23,559,Cancelled,3/2/2025 0:29
777,886,297,Cancelled,3/14/2025 9:47
778,241,715,Pending,3/11/2025 0:31
779,508,56,Cancelled,3/13/2025 18:28
780,16,194,Pending,3/8/2025 13:58
781,676,701,Pending,3/4/2025 14:26
782,476,181,Completed,3/4/2025 19:49
783,485,429,Cancelled,3/15/2025 18:58
784,655,381,Pending,3/19/2025 22:41
785,981,887,Pending,3/15/2025 14:23
786,104,977,Pending,3/9/2025 13:13
787,988,590,Completed,3/15/2025 4:12
788,253,379,Completed,3/19/2025 17:32
789,684,202,Cancelled,3/1/2025 21:34
790,30,680,Completed,3/5/2025 13:01
791,240,144,Cancelled,3/10/2025 3:33
792,775,259,Completed,3/12/2025 17:39
793,444,783,Completed,3/2/2025 21:12
794,928,318,Cancelled,3/13/2025 16:04
795,902,293,Completed,3/5/2025 21:45
796,685,410,Cancelled,3/13/2025 0:39
797,950,275,Pending,3/12/2025 22:59
798,609,735,Pending,3/9/2025 10:08
799,487,786,Completed,3/6/2025 19:57
800,224,227,Cancelled,3/11/2025 23:55
801,131,72,Completed,3/4/2025 15:42
802,100,729,Completed,3/17/2025 9:35
803,701,240,Pending,3/9/2025 14:33
804,614,655,Cancelled,3/21/2025 6:12
805,181,348,Cancelled,3/13/2025 11:08
806,529,650,Pending,3/2/2025 7:54
807,767,742,Completed,3/8/2025 17:05
808,243,528,Pending,3/1/2025 20:29
809,929,603,Pending,3/10/2025 3:05
810,528,281,Cancelled,3/15/2025 6:11
811,399,57,Cancelled,3/10/2025 6:39
812,820,473,Pending,3/7/2025 0:40
813,934,982,Completed,3/2/2025 22:20
814,95,438,Completed,3/15/2025 18:11
815,243,795,Completed,3/18/2025 8:50
816,627,899,Pending,3/7/2025 18:11
817,969,800,Pending,3/3/2025 16:20
818,797,570,Completed,3/10/2025 20:54
819,18,617,Pending,3/6/2025 1:36
820,943,869,Completed,3/7/2025 18:34
821,590,300,Cancelled,3/11/2025 3:27
822,126,122,Pending,3/4/2025 6:00
823,96,800,Cancelled,3/7/2025 21:50
824,151,508,Cancelled,3/15/2025 5:45
825,31,590,Pending,3/12/2025 7:28
826,762,965,Cancelled,3/9/2025 9:16
827,964,59,Cancelled,3/19/2025 13:26
828,598,723,Pending,3/4/2025 4:15
829,443,891,Pending,3/14/2025 21:42
830,353,706,Cancelled,3/16/2025 12:31
831,401,389,Completed,3/9/2025 11:43
832,133,128,Completed,3/20/2025 8:29
833,214,673,Cancelled,3/11/2025 15:57
834,335,439,Pending,3/9/2025 0:14
835,203,533,Pending,3/7/2025 5:03
836,733,532,Pending,3/18/2025 0:13
837,25,228,Cancelled,3/12/2025 14:13
838,728,870,Completed,3/11/2025 3:05
839,945,72,Cancelled,3/20/2025 8:13
840,811,245,Pending,3/17/2025 11:00
841,682,195,Completed,3/3/2025 0:22
842,812,341,Cancelled,3/14/2025 22:59
843,512,102,Cancelled,3/10/2025 1:37
844,778,362,Cancelled,3/16/2025 5:59
845,70,42,Pending,3/9/2025 11:24
846,125,549,Cancelled,3/18/2025 13:25
847,682,778,Cancelled,3/7/2025 7:36
848,374,419,Pending,3/18/2025 18:19
849,647,468,Pending,3/14/2025 5:17
850,652,381,Pending,3/7/2025 15:57
851,71,164,Completed,3/8/2025 16:08
852,66,700,Cancelled,3/18/2025 10:02
853,299,378,Pending,3/18/2025 9:13
854,173,647,Completed,3/8/2025 15:30
855,410,595,Cancelled,3/1/2025 22:24
856,294,838,Completed,3/18/2025 13:19
857,418,771,Completed,3/12/2025 22:10
858,465,145,Completed,3/5/2025 7:07
859,3,887,Cancelled,3/13/2025 6:36
860,9,345,Cancelled,3/5/2025 9:20
861,510,377,Cancelled,3/13/2025 6:11
862,839,361,Cancelled,3/19/2025 4:49
863,30,16,Pending,3/9/2025 22:36
864,962,622,Cancelled,3/9/2025 0:55
865,163,694,Pending,3/7/2025 15:49
866,461,615,Completed,3/1/2025 2:31
867,692,794,Completed,3/10/2025 7:01
868,460,361,Pending,3/9/2025 2:48
869,935,348,Cancelled,3/11/2025 23:05
870,972,228,Completed,3/17/2025 18:54
871,786,620,Cancelled,3/8/2025 17:20
872,832,302,Completed,3/15/2025 15:47
873,558,173,Pending,3/17/2025 5:22
874,822,226,Pending,3/10/2025 5:50
875,338,848,Completed,3/16/2025 13:38
876,696,994,Cancelled,3/10/2025 14:13
877,707,637,Completed,3/3/2025 23:14
878,544,889,Cancelled,3/14/2025 5:12
879,7,825,Pending,3/1/2025 1:49
880,751,811,Cancelled,3/10/2025 20:50
881,17,647,Pending,3/12/2025 19:27
882,565,850,Completed,3/12/2025 20:44
883,167,266,Pending,3/11/2025 12:45
884,364,493,Cancelled,3/14/2025 15:24
885,515,400,Pending,3/16/2025 23:58
886,756,973,Cancelled,3/7/2025 2:15
887,743,507,Pending,3/15/2025 2:19
888,916,738,Completed,3/5/2025 1:28
889,632,917,Cancelled,3/8/2025 22:20
890,128,276,Cancelled,3/13/2025 8:03
891,973,510,Cancelled,3/17/2025 5:08
892,456,933,Pending,3/4/2025 14:51
893,180,276,Completed,3/20/2025 12:02
894,730,903,Cancelled,3/2/2025 11:28
895,977,425,Pending,3/12/2025 3:28
896,315,768,Completed,3/15/2025 6:17
897,929,730,Completed,3/13/2025 19:48
898,851,572,Completed,3/14/2025 7:54
899,13,28,Pending,3/16/2025 6:18
900,545,532,Completed,3/3/2025 21:06
901,474,195,Pending,3/12/2025 9:04
902,210,852,Completed,3/2/2025 17:35
903,413,426,Cancelled,3/18/2025 22:32
904,168,561,Completed,3/8/2025 21:53
905,380,361,Pending,3/5/2025 13:31
906,938,916,Pending,3/15/2025 10:50
907,800,934,Completed,3/4/2025 3:13
908,762,558,Completed,3/5/2025 13:06
909,893,299,Completed,3/20/2025 23:39
910,410,424,Completed,3/5/2025 14:21
911,355,128,Pending,3/8/2025 8:57
912,683,189,Completed,3/20/2025 15:37
913,705,957,Pending,3/15/2025 22:21
914,950,239,Completed,3/18/2025 13:03
915,441,65,Pending,3/1/2025 17:46
916,571,472,Pending,3/13/2025 3:13
917,109,935,Completed,3/3/2025 10:41
918,92,42,Completed,3/11/2025 9:59
919,623,841,Cancelled,3/11/2025 18:11
920,279,323,Cancelled,3/20/2025 16:37
921,826,507,Completed,3/5/2025 1:43
922,206,768,Pending,3/20/2025 0:57
923,293,276,Cancelled,3/2/2025 22:49
924,580,154,Pending,3/13/2025 16:32
925,237,985,Pending,3/8/2025 5:15
926,43,72,Cancelled,3/6/2025 12:37
927,317,407,Completed,3/15/2025 13:34
928,41,945,Pending,3/20/2025 0:15
929,778,938,Pending,3/3/2025 0:57
930,407,371,Pending,3/3/2025 10:47
931,616,637,Completed,3/4/2025 1:42
932,419,354,Completed,3/12/2025 16:39
933,574,301,Cancelled,3/2/2025 6:24
934,639,555,Cancelled,3/8/2025 17:07
935,520,788,Cancelled,3/17/2025 7:27
936,96,170,Cancelled,3/8/2025 1:17
937,744,799,Cancelled,3/2/2025 10:22
938,977,897,Cancelled,3/11/2025 7:58
939,37,512,Pending,3/8/2025 15:55
940,911,959,Completed,3/5/2025 23:59
941,223,318,Cancelled,3/4/2025 18:16
942,189,850,Completed,3/1/2025 15:26
943,89,934,Pending,3/2/2025 0:43
944,680,817,Pending,3/8/2025 0:52
945,989,901,Cancelled,3/16/2025 22:54
946,839,324,Cancelled,3/20/2025 13:56
947,304,840,Cancelled,3/3/2025 20:13
948,156,482,Completed,3/14/2025 11:23
949,241,240,Completed,3/3/2025 8:53
950,481,298,Pending,3/1/2025 3:50
951,236,585,Completed,3/18/2025 1:05
952,459,183,Completed,3/18/2025 7:49
953,744,686,Cancelled,3/5/2025 20:10
954,732,267,Cancelled,3/10/2025 10:04
955,492,414,Completed,3/14/2025 23:17
956,904,745,Completed,3/13/2025 8:36
957,230,625,Completed,3/16/2025 20:45
958,601,96,Cancelled,3/12/2025 16:11
959,384,31,Pending,3/14/2025 12:40
960,292,830,Completed,3/15/2025 9:00
961,955,181,Completed,3/16/2025 5:05
962,391,308,Completed,3/9/2025 0:59
963,397,93,Cancelled,3/7/2025 6:39
964,563,451,Pending,3/17/2025 10:43
965,285,377,Pending,3/4/2025 1:35
966,558,509,Cancelled,3/13/2025 23:25
967,890,168,Pending,3/12/2025 16:42
968,637,37,Cancelled,3/19/2025 0:50
969,836,408,Cancelled,3/16/2025 2:39
970,997,497,Cancelled,3/5/2025 2:55
971,596,330,Completed,3/10/2025 12:51
972,623,87,Pending,3/6/2025 4:36
973,284,559,Pending,3/8/2025 20:43
974,643,371,Cancelled,3/3/2025 19:08
975,226,132,Cancelled,3/1/2025 5:18
976,551,409,Completed,3/7/2025 12:50
977,853,193,Pending,3/5/2025 20:11
978,818,799,Cancelled,3/11/2025 6:11
979,855,553,Completed,3/7/2025 8:39
980,925,652,Pending,3/18/2025 11:35
981,615,839,Cancelled,3/10/2025 15:58
982,670,871,Cancelled,3/19/2025 2:27
983,300,755,Pending,3/18/2025 19:10
984,1,368,Completed,3/19/2025 6:19
985,380,113,Completed,3/17/2025 22:32
986,915,875,Completed,3/5/2025 13:19
987,579,769,Cancelled,3/4/2025 13:27
988,272,191,Pending,3/4/2025 7:18
989,799,272,Pending,3/8/2025 13:03
990,791,943,Cancelled,3/19/2025 15:41
991,175,984,Pending,3/20/2025 3:50
992,251,394,Completed,3/17/2025 10:54
993,635,341,Cancelled,3/19/2025 12:40
994,107,93,Cancelled,3/3/2025 22:13
995,190,105,Completed,3/10/2025 0:46
996,855,211,Completed,3/13/2025 19:40
997,980,746,Cancelled,3/17/2025 22:04
998,832,967,Cancelled,3/13/2025 18:00
999,917,90,Completed,3/1/2025 15:31
1000,596,950,Cancelled,3/13/2025 12:51
