CODE,NAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
DEU,Germany,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y17,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. The first MMR dose can be administered from 9 months of age in specific circumstances (forthcoming admission or visit to a community facility, e.g. Kindergarten, day care facility for children), in this case, the second MMR dose should be given as early as possible in the second year of life. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,,General/routine,NATIONAL,M11,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. The first MMR dose can be administered from 9 months of age in specific circumstances (forthcoming admission or visit to a community facility, e.g. Kindergarten, day care facility for children), in this case, the second MMR dose should be given as early as possible in the second year of life. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,HW,Health workers,NATIONAL,,"1) One MMR dose for all adults born after 1970 with unclear vaccination status, who have not been vaccinated, or who received only one vaccination during childhood. 2) Two MMR doses for individuals born after 1970 in the following fields of professional activity (including trainees, interns, students and volunteers): Medical facilities including facilities of other human medical health care professions; occupation with contact to potentially infectious material; care facilities for mostly elderly people; community facilities e. g. day care facility for children or pupils; institutions housing immigrants, refugees and asylum seekers; technical and vocational colleges, universities. 3) Two MMR doses for women of childbearing age who are non-immunised or with an unclear vaccination status. 4) One MMR dose for women of childbearing age only vaccinated once. 5) Mothers with a seronegative rubella test in pregnancy should be given 2 MMR doses postpartum, 4 weeks apart."
DEU,Germany,EURO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,,"1) One MMR dose for all adults born after 1970 with unclear vaccination status, who have not been vaccinated, or who received only one vaccination during childhood. 2) Two MMR doses for individuals born after 1970 in the following fields of professional activity (including trainees, interns, students and volunteers): Medical facilities including facilities of other human medical health care professions; occupation with contact to potentially infectious material; care facilities for mostly elderly people; community facilities e. g. day care facility for children or pupils; institutions housing immigrants, refugees and asylum seekers; technical and vocational colleges, universities. 3) Two MMR doses for women of childbearing age who are non-immunised or with an unclear vaccination status. 4) One MMR dose for women of childbearing age only vaccinated once. 5) Mothers with a seronegative rubella test in pregnancy should be given 2 MMR doses postpartum, 4 weeks apart."
DEU,Germany,EURO,2023.0,MMRV,"MMRV (Measles, mumps, rubella and varicella) vaccine",1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y17,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. The first MMR dose can be administered from 9 months of age in specific circumstances (forthcoming admission or visit to a community facility, e.g. Kindergarten, day care facility for children), in this case, the second MMR dose should be given as early as possible in the second year of life. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,MMRV,"MMRV (Measles, mumps, rubella and varicella) vaccine",2.0,,General/routine,NATIONAL,M15,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. The first MMR dose can be administered from 9 months of age in specific circumstances (forthcoming admission or visit to a community facility, e.g. Kindergarten, day care facility for children), in this case, the second MMR dose should be given as early as possible in the second year of life. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y18,"Two doses for men who have sex with men (MSM) and are >= 18 years of age and frequently change sexual partners (for people who have been vaccinated against smallpox in the past, a single vaccine dose is sufficient)."
DEU,Germany,EURO,2023.0,MPOX,Mpox (monkeypox) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y18,"Two doses for men who have sex with men (MSM) and are >= 18 years of age and frequently change sexual partners (for people who have been vaccinated against smallpox in the past, a single vaccine dose is sufficient)."
DEU,Germany,EURO,2023.0,PCV_15_VALENT,PCV-15 (Pneumococcal conjugate vaccine 15-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y2-Y17,"Sequential vaccination with PCV13 or PCV15, followed by PPSV23 after 6 –12 months, for children and adolescents 2-17 years of age at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis."
DEU,Germany,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y4,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,,General/routine,NATIONAL,M4,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,3.0,,General/routine,NATIONAL,M11,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,1.0,,General/routine,NATIONAL,M2,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV10,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,M3,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y4,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,M4,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,M2,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,M11,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age."
DEU,Germany,EURO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,M3,"10 and 13 valent vaccines in use. There should be an interval of at least 6 months between the last and the preceding dose. For premature babies (born before completed 37 weeks of pregnancy), 4 vaccine doses at the ages of 2, 3, 4 and 11 months are recommended. Catch-up is recommended up to and including 4 years of age. Sequential vaccination with PCV13 or PCV15, followed by PPSV23 after 6 –12 months, for children and adolescents 2-17 years of age at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis."
DEU,Germany,EURO,2023.0,PCV20,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y60,"1) One dose of PCV20 for all people aged >= 60 years. 2) One dose of PCV20 for adults >= 18 years at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 3) Sequential vaccination with PCV13 or PCV15, followed by PPSV23 after 6 –12 months, for children and adolescents 2-17 years of age at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 4) One dose of PCV20 for people performing professional activities such as welding or separating metals leading to exposure to metal smoke, including metal-oxidic welding smoke."
DEU,Germany,EURO,2023.0,PCV20,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"1) One dose of PCV20 for all people aged >= 60 years. 2) One dose of PCV20 for adults >= 18 years at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 3) Sequential vaccination with PCV13 or PCV15, followed by PPSV23 after 6 –12 months, for children and adolescents 2-17 years of age at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 4) One dose of PCV20 for people performing professional activities such as welding or separating metals leading to exposure to metal smoke, including metal-oxidic welding smoke."
DEU,Germany,EURO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y2-Y17,"1) One dose of PCV20 for all people aged >= 60 years. 2) One dose of PCV20 for adults >= 18 years at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 3) Sequential vaccination with PCV13 or PCV15, followed by PPSV23 after 6 –12 months, for children and adolescents 2-17 years of age at increased health risk as a result of congenital or acquired immunodeficiencies or other chronic diseases, or anatomical and foreign-material associated risks for pneumococcal meningitis. 4) One dose of PCV20 for people performing professional activities such as welding or separating metals leading to exposure to metal smoke, including metal-oxidic welding smoke."
DEU,Germany,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,W12-W32,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,M3,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,W12-W32,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,,General/routine,NATIONAL,M3,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,,General/routine,NATIONAL,M4,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,,General/routine,NATIONAL,W6,"1 and 5 valent vaccines in use. First vaccine dose as early as the age of 6 weeks. Depending on the vaccine used, 2 (monovalent) or 3 (pentavalent) vaccine doses at an interval of at least 4 weeks. The series should preferably be completed by 16 weeks of age (monovalent) or 20-22 weeks of age (pentavalent). In case of catch-up, the first dose must be administered by 12 weeks of age and the last dose by 24 weeks of age (monovalent) or 32 weeks of age (pentavalent)."
DEU,Germany,EURO,2023.0,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,1.0,ADULTS,Adults,SUBNATIONAL,,"1) People exposed to ticks in TBE risk areas (for maps, see https://www.rki.de/DE/Content/InfAZ/F/FSME/Karte_Tab.html). 2) People at risk of TBE through their profession (exposed laboratory personnel as well as those in risk areas, including forest workers and those exposed during farming)."
DEU,Germany,EURO,2023.0,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,"1) People exposed to ticks in TBE risk areas (for maps, see https://www.rki.de/DE/Content/InfAZ/F/FSME/Karte_Tab.html). 2) People at risk of TBE through their profession (exposed laboratory personnel as well as those in risk areas, including forest workers and those exposed during farming)."
DEU,Germany,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,1.0,ADULTS,Adults,SUBNATIONAL,,"1) People exposed to ticks in TBE risk areas (for maps, see https://www.rki.de/DE/Content/InfAZ/F/FSME/Karte_Tab.html). 2) People at risk of TBE through their profession (exposed laboratory personnel as well as those in risk areas, including forest workers and those exposed during farming)."
DEU,Germany,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,,"1) People exposed to ticks in TBE risk areas (for maps, see https://www.rki.de/DE/Content/InfAZ/F/FSME/Karte_Tab.html). 2) People at risk of TBE through their profession (exposed laboratory personnel as well as those in risk areas, including forest workers and those exposed during farming)."
DEU,Germany,EURO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y18,"1) Td booster vaccination every 10 years. 2) Next due Td vaccination requires one dose as a Tdap or, in the case of a respective indication, as a Tdap-IPV combination vaccination."
DEU,Germany,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2.0,ADULTS,Adults,NATIONAL,+Y10,"1) One dose of Tdap for all adults instead of next Td booster. 2) One dose of Tdap for pregnant women at the beginning of the 3rd trimester (from the 28th week of pregnancy). In case of an increased probability for premature birth, vaccination should be administered during the 2nd trimester. This vaccination should be administered in every pregnancy, regardless of the interval to previously administered pertussis vaccinations."
DEU,Germany,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y8,Catch-up is recommended up until and including 8 years of age
DEU,Germany,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4.0,B_CHILD_W,General/routine,NATIONAL,Y5-Y6,
DEU,Germany,EURO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,,"1) One dose of Tdap for all adults instead of next Td booster. 2) One dose of Tdap for pregnant women at the beginning of the 3rd trimester (from the 28th week of pregnancy). In case of an increased probability for premature birth, vaccination should be administered during the 2nd trimester. This vaccination should be administered in every pregnancy, regardless of the interval to previously administered pertussis vaccinations."
DEU,Germany,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y17,Catch-up is recommended up until and including 17 years of age
DEU,Germany,EURO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",5.0,B_ADO_W,General/routine,NATIONAL,Y9-Y16,
DEU,Germany,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,<=Y17,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,,General/routine,NATIONAL,M11,"MMR and monovalent varicella vaccine is preferably administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose. Catch-up is recommended up until and including 17 years of age."
DEU,Germany,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,HW,Health workers,NATIONAL,,"1) Two doses of varicella vaccine for seronegative women who wish to conceive, seronegative patients before planned immunosuppressive therapy or organ transplantation, susceptible patients with severe neurodermatitis, susceptible people in close contact with the two previous groups. 2) Seronegative personnel (including trainees, interns, students and volunteers) in the following fields of professional activity: Medical facilities including facilities of other human medical health care professions; activities involving contact with potentially infectious material; care facilities for mostly elderly people; community facilities e. g. day care facility for children or pupils; institutions housing immigrants, refugees and asylum seekers."
DEU,Germany,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,,"1) Two doses of varicella vaccine for seronegative women who wish to conceive, seronegative patients before planned immunosuppressive therapy or organ transplantation, susceptible patients with severe neurodermatitis, susceptible people in close contact with the two previous groups. 2) Seronegative personnel (including trainees, interns, students and volunteers) in the following fields of professional activity: Medical facilities including facilities of other human medical health care professions; activities involving contact with potentially infectious material; care facilities for mostly elderly people; community facilities e. g. day care facility for children or pupils; institutions housing immigrants, refugees and asylum seekers."
DEU,Germany,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y60,"Two doses for 1) all adults >= 60 years of age. 2) adults >= 50 years of age in case of increased health risk resulting from an underlying disease, for example: congenital or acquired immunodeficiency or immunosuppression; HIV infection; Rheumatoid arthritis; Systemic lupus erythematosus; Chronic inflammatory bowel disease; Chronic obstructive pulmonary disease or bronchial asthma; Chronic renal insufficiency; Diabetes mellitus."
DEU,Germany,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,NATIONAL,>=Y60,"Two doses for 1) all adults >= 60 years of age. 2) adults >= 50 years of age in case of increased health risk resulting from an underlying disease, for example: congenital or acquired immunodeficiency or immunosuppression; HIV infection; Rheumatoid arthritis; Systemic lupus erythematosus; Chronic inflammatory bowel disease; Chronic obstructive pulmonary disease or bronchial asthma; Chronic renal insufficiency; Diabetes mellitus."
DEU,Germany,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y50,"Two doses for 1) all adults >= 60 years of age. 2) adults >= 50 years of age in case of increased health risk resulting from an underlying disease, for example: congenital or acquired immunodeficiency or immunosuppression; HIV infection; Rheumatoid arthritis; Systemic lupus erythematosus; Chronic inflammatory bowel disease; Chronic obstructive pulmonary disease or bronchial asthma; Chronic renal insufficiency; Diabetes mellitus."
DJI,Djibouti,EMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B,
DJI,Djibouti,EMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M15,
DJI,Djibouti,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,W6,
DJI,Djibouti,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,W10,
DJI,Djibouti,EMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,W14,
DJI,Djibouti,EMRO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,,General/routine,NATIONAL,B,
DJI,Djibouti,EMRO,2023.0,IPV,IPV (Inactivated polio vaccine),1.0,,General/routine,NATIONAL,W14,
DJI,Djibouti,EMRO,2023.0,MEASLES,Measles vaccine,1.0,,General/routine,NATIONAL,M9,
DJI,Djibouti,EMRO,2023.0,MEASLES,Measles vaccine,2.0,,General/routine,NATIONAL,M15,
DJI,Djibouti,EMRO,2023.0,OPV,OPV (Oral polio vaccine),2.0,,General/routine,NATIONAL,W6,
DJI,Djibouti,EMRO,2023.0,OPV,OPV (Oral polio vaccine),3.0,,General/routine,NATIONAL,W10,
DJI,Djibouti,EMRO,2023.0,OPV,OPV (Oral polio vaccine),4.0,,General/routine,NATIONAL,W14,
DJI,Djibouti,EMRO,2023.0,OPV,OPV (Oral polio vaccine),5.0,,General/routine,NATIONAL,M15,
DJI,Djibouti,EMRO,2023.0,OPV,OPV (Oral polio vaccine),1.0,,General/routine,NATIONAL,B,
DJI,Djibouti,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,,General/routine,NATIONAL,W6,
DJI,Djibouti,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,,General/routine,NATIONAL,W10,
DJI,Djibouti,EMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,,General/routine,NATIONAL,W14,
DJI,Djibouti,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,,General/routine,NATIONAL,W6,
DJI,Djibouti,EMRO,2023.0,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,,General/routine,NATIONAL,W10,
DJI,Djibouti,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,Femmes enceintes
DJI,Djibouti,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,Femmes enceintes
DJI,Djibouti,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,Femmes enceintes
DJI,Djibouti,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes
DJI,Djibouti,EMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes
DJI,Djibouti,EMRO,2023.0,VITAMINA,Vitamin A supplements,1.0,,General/routine,NATIONAL,M9,
DJI,Djibouti,EMRO,2023.0,VITAMINA,Vitamin A supplements,2.0,,General/routine,NATIONAL,M15,
DMA,Dominica,AMRO,2023.0,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,,General/routine,NATIONAL,B-Y1,Births of previous year
DMA,Dominica,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,M2,Children with Seizure disorder from birth who cannot have DPT/Penta
DMA,Dominica,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M4,Children with Seizure disorder from birth who cannot have DPT/Penta
DMA,Dominica,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,Children with Seizure disorder from birth who cannot have DPT/Penta
DMA,Dominica,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",4.0,RISKGROUPS,Risk group(s),NATIONAL,M18,Children with Seizure disorder from birth who cannot have DPT/Penta
DMA,Dominica,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,RISKGROUPS,Risk group(s),NATIONAL,Y3,Children with Seizure disorder from birth who cannot have DPT/Penta
DMA,Dominica,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,1.0,B_2YL_W,General/routine,NATIONAL,M18,Children 18M and 3 years
DMA,Dominica,AMRO,2023.0,DTWP,DTwP (Whole cell) vaccine,2.0,B_CHILD_F,General/routine,NATIONAL,Y3,Children 18M and 3 years
DMA,Dominica,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,1.0,,General/routine,NATIONAL,M2,Births of previous year
DMA,Dominica,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,2.0,,General/routine,NATIONAL,M4,Births of previous year
DMA,Dominica,AMRO,2023.0,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,,General/routine,NATIONAL,M6,Births of previous year
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
DMA,Dominica,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M5,Unimmunized adults including health care workers. Health care workers also receive a 4th dose as a booster
